"","...1","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"3654",11827,183,7,2,1827,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3655",1828,183,8,1,1828,50,0,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3656",11828,183,8,2,1828,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3657",1829,183,9,1,1829,200,100,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",NA
"3658",11829,183,9,2,1829,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3659",1830,183,10,1,1830,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3660",11830,183,10,2,1830,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3661",1831,184,1,1,1831,100,0,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3662",11831,184,1,2,1831,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3663",1832,184,2,1,1832,1000,0,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3664",11832,184,2,2,1832,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3665",1833,184,3,1,1833,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3666",11833,184,3,2,1833,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3667",1834,184,4,1,1834,100,0,3,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3668",11834,184,4,2,1834,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3669",1835,184,5,1,1835,0,1000,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3670",11835,184,5,2,1835,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3671",1836,184,6,1,1836,300,200,3,1,0,0,0,0,"$300 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3672",11836,184,6,2,1836,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3673",1837,184,7,1,1837,300,300,1,1,0,0,0,0,"$300 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3674",11837,184,7,2,1837,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3675",1838,184,8,1,1838,500,0,0,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"3676",11838,184,8,2,1838,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3677",1839,184,9,1,1839,500,0,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3678",11839,184,9,2,1839,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3679",1840,184,10,1,1840,500,0,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3680",11840,184,10,2,1840,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3681",1841,185,1,1,1841,200,0,1,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3682",11841,185,1,2,1841,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3683",1842,185,2,1,1842,0,1000,3,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3684",11842,185,2,2,1842,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3685",1843,185,3,1,1843,200,1000,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3686",11843,185,3,2,1843,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3687",1844,185,4,1,1844,200,500,1,1,0,0,0,0,"$200 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3688",11844,185,4,2,1844,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3689",1845,185,5,1,1845,50,200,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3690",11845,185,5,2,1845,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3691",1846,185,6,1,1846,50,0,3,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3692",11846,185,6,2,1846,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3693",1847,185,7,1,1847,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3694",11847,185,7,2,1847,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3695",1848,185,8,1,1848,200,500,10,1,0,0,0,0,"$200 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3696",11848,185,8,2,1848,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3697",1849,185,9,1,1849,0,200,10,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3698",11849,185,9,2,1849,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3699",1850,185,10,1,1850,1000,100,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3700",11850,185,10,2,1850,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3701",1851,186,1,1,1851,200,0,1,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3702",11851,186,1,2,1851,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3703",1852,186,2,1,1852,300,500,0,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"3704",11852,186,2,2,1852,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3705",1853,186,3,1,1853,300,0,3,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3706",11853,186,3,2,1853,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3707",1854,186,4,1,1854,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3708",11854,186,4,2,1854,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3709",1855,186,5,1,1855,0,100,1,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3710",11855,186,5,2,1855,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3711",1856,186,6,1,1856,100,50,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3712",11856,186,6,2,1856,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3713",1857,186,7,1,1857,1000,50,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3714",11857,186,7,2,1857,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3715",1858,186,8,1,1858,100,50,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3716",11858,186,8,2,1858,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3717",1859,186,9,1,1859,200,100,3,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3718",11859,186,9,2,1859,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3719",1860,186,10,1,1860,300,500,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"3720",11860,186,10,2,1860,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3721",1861,187,1,1,1861,50,300,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"3722",11861,187,1,2,1861,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3723",1862,187,2,1,1862,300,50,0,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"3724",11862,187,2,2,1862,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3725",1863,187,3,1,1863,1000,0,10,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3726",11863,187,3,2,1863,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3727",1864,187,4,1,1864,1000,500,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"3728",11864,187,4,2,1864,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3729",1865,187,5,1,1865,500,200,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3730",11865,187,5,2,1865,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3731",1866,187,6,1,1866,0,0,1,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3732",11866,187,6,2,1866,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3733",1867,187,7,1,1867,500,50,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"3734",11867,187,7,2,1867,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3735",1868,187,8,1,1868,1000,100,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3736",11868,187,8,2,1868,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3737",1869,187,9,1,1869,50,0,10,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3738",11869,187,9,2,1869,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3739",1870,187,10,1,1870,1000,300,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3740",11870,187,10,2,1870,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3741",1871,188,1,1,1871,100,0,0,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"3742",11871,188,1,2,1871,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3743",1872,188,2,1,1872,200,0,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3744",11872,188,2,2,1872,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3745",1873,188,3,1,1873,0,300,0,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"3746",11873,188,3,2,1873,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3747",1874,188,4,1,1874,300,100,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3748",11874,188,4,2,1874,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3749",1875,188,5,1,1875,500,50,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"3750",11875,188,5,2,1875,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3751",1876,188,6,1,1876,300,0,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3752",11876,188,6,2,1876,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3753",1877,188,7,1,1877,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3754",11877,188,7,2,1877,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3755",1878,188,8,1,1878,50,50,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3756",11878,188,8,2,1878,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3757",1879,188,9,1,1879,500,0,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"3758",11879,188,9,2,1879,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3759",1880,188,10,1,1880,500,0,10,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3760",11880,188,10,2,1880,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3761",1881,189,1,1,1881,200,0,1,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3762",11881,189,1,2,1881,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3763",1882,189,2,1,1882,300,1000,1,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3764",11882,189,2,2,1882,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3765",1883,189,3,1,1883,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3766",11883,189,3,2,1883,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3767",1884,189,4,1,1884,1000,50,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3768",11884,189,4,2,1884,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3769",1885,189,5,1,1885,100,0,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3770",11885,189,5,2,1885,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3771",1886,189,6,1,1886,50,200,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3772",11886,189,6,2,1886,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3773",1887,189,7,1,1887,0,0,1,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3774",11887,189,7,2,1887,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3775",1888,189,8,1,1888,300,200,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"3776",11888,189,8,2,1888,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3777",1889,189,9,1,1889,1000,0,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3778",11889,189,9,2,1889,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3779",1890,189,10,1,1890,300,300,3,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3780",11890,189,10,2,1890,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3781",1891,190,1,1,1891,1000,1000,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",NA
"3782",11891,190,1,2,1891,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3783",1892,190,2,1,1892,200,0,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"3784",11892,190,2,2,1892,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3785",1893,190,3,1,1893,100,500,3,1,0,0,0,0,"$100 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3786",11893,190,3,2,1893,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3787",1894,190,4,1,1894,200,300,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3788",11894,190,4,2,1894,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3789",1895,190,5,1,1895,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3790",11895,190,5,2,1895,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3791",1896,190,6,1,1896,300,500,3,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3792",11896,190,6,2,1896,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3793",1897,190,7,1,1897,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3794",11897,190,7,2,1897,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3795",1898,190,8,1,1898,200,1000,1,1,0,0,0,0,"$200 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3796",11898,190,8,2,1898,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3797",1899,190,9,1,1899,100,200,10,1,0,0,0,0,"$100 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3798",11899,190,9,2,1899,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3799",1900,190,10,1,1900,1000,50,0,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"3800",11900,190,10,2,1900,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3801",1901,191,1,1,1901,0,100,10,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3802",11901,191,1,2,1901,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3803",1902,191,2,1,1902,1000,200,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3804",11902,191,2,2,1902,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3805",1903,191,3,1,1903,1000,1000,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3806",11903,191,3,2,1903,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3807",1904,191,4,1,1904,50,100,10,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3808",11904,191,4,2,1904,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3809",1905,191,5,1,1905,100,1000,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3810",11905,191,5,2,1905,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3811",1906,191,6,1,1906,50,0,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3812",11906,191,6,2,1906,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3813",1907,191,7,1,1907,300,0,10,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3814",11907,191,7,2,1907,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3815",1908,191,8,1,1908,50,200,1,1,0,0,0,0,"$50 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3816",11908,191,8,2,1908,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3817",1909,191,9,1,1909,0,300,1,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3818",11909,191,9,2,1909,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3819",1910,191,10,1,1910,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"3820",11910,191,10,2,1910,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3821",1911,192,1,1,1911,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3822",11911,192,1,2,1911,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3823",1912,192,2,1,1912,100,0,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3824",11912,192,2,2,1912,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3825",1913,192,3,1,1913,300,0,10,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3826",11913,192,3,2,1913,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3827",1914,192,4,1,1914,200,1000,10,1,0,0,0,0,"$200 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3828",11914,192,4,2,1914,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3829",1915,192,5,1,1915,100,50,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3830",11915,192,5,2,1915,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3831",1916,192,6,1,1916,1000,0,3,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3832",11916,192,6,2,1916,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3833",1917,192,7,1,1917,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"3834",11917,192,7,2,1917,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3835",1918,192,8,1,1918,50,200,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3836",11918,192,8,2,1918,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3837",1919,192,9,1,1919,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"3838",11919,192,9,2,1919,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3839",1920,192,10,1,1920,1000,0,1,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3840",11920,192,10,2,1920,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3841",1921,193,1,1,1921,200,0,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"3842",11921,193,1,2,1921,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"3843",1922,193,2,1,1922,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
